"","Name","SMILES","NG_hit"
"223","MECHLORETHAMINE","CN(CCCl)CCCl",1
"224","MECLIZINE HYDROCHLORIDE","Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1.Cl.Cl",0
"225","MECLOFENAMATE SODIUM","Cc1ccc(Cl)c(Nc2ccccc2C(=O)[O-])c1Cl.[Na+]",1
"226","MEDROXYPROGESTERONE ACETATE","CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C",0
"227","MEDRYSONE","CC(=O)C1CCC2C3CC(C)C4=CC(=O)CCC4(C)C3C(O)CC12C",0
"228","MEGESTROL ACETATE","CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C",0
"229","MELPHALAN","NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O",0
"230","MEPENZOLATE BROMIDE","C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1.[Br-]",0
"231","MERCAPTOPURINE","S=c1[nH]cnc2nc[nH]c12",0
"232","MESTRANOL","C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C",0
"233","METAPROTERENOL","CC(C)NCC(O)c1cc(O)cc(O)c1",0
"234","METHACHOLINE CHLORIDE","CC(=O)OC(C)C[N+](C)(C)C.[Cl-]",0
"235","METHENAMINE","C1N2CN3CN1CN(C2)C3",0
"236","METHICILLIN SODIUM","COc1cccc(OC)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-].[Na+]",1
"237","METHIMAZOLE","Cn1cc[nH]c1=S",0
"238","METHOCARBAMOL","COc1ccccc1OCC(O)COC(N)=O",0
"239","METHOTREXATE HYDRATE","CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1.O",0
"240","METHOXAMINE HYDROCHLORIDE","COc1ccc(OC)c(C(O)C(C)N)c1.Cl",0
"241","METHOXSALEN","COc1c2occc2cc2ccc(=O)oc12",0
"242","METHSCOPOLAMINE BROMIDE","C[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12.[Br-]",0
"243","METHYLDOPA","CC(N)(Cc1ccc(O)c(O)c1)C(=O)O",0
"244","DEFERASIROX","O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1",1
"245","METHYLPREDNISOLONE","CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12",0
"246","METHYLTHIOURACIL","Cc1cc(=O)[nH]c(=S)[nH]1",0
"247","METOCLOPRAMIDE HYDROCHLORIDE","CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC.Cl",0
"248","METOPROLOL TARTRATE","COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)C(O)C(O)C(=O)O",0
"249","METRONIDAZOLE","Cc1ncc([N+](=O)[O-])n1CCO",0
"250","MICONAZOLE NITRATE","Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1.O=[N+]([O-])O",1
"251","MINOCYCLINE HYDROCHLORIDE","CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O.Cl",0
"252","MOXALACTAM DISODIUM","COC1(NC(=O)C(C(=O)[O-])c2ccc(O)cc2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)COC21.[Na+].[Na+]",1
"253","NADIDE","NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1",0
"254","NAFCILLIN SODIUM","CCOc1ccc2ccccc2c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-].[Na+]",1
"255","PHENOXYBENZAMINE HYDROCHLORIDE","CC(COc1ccccc1)N(CCCl)Cc1ccccc1.Cl",1
"256","NAPHAZOLINE HYDROCHLORIDE","Cl.c1ccc2c(CC3=NCCN3)cccc2c1",0
"257","NAPROXEN","COc1ccc2cc(C(C)C(=O)O)ccc2c1",0
"258","NEOMYCIN TRISULFATE","NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CN)C(O)C(O)C3N)C2O)C(N)C(O)C1O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O",0
"259","NEOSTIGMINE BROMIDE","CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-]",0
"260","NIACIN","O=C(O)c1cccnc1",0
"261","NIFEDIPINE","COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]",1
"262","NITROFURANTOIN","O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1",1
"263","NITROFURAZONE","NC(=O)NN=Cc1ccc([N+](=O)[O-])o1",1
"264","NITROMIDE","NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1",1
"265","NOREPINEPHRINE TARTRATE","NCC(O)c1ccc(O)c(O)c1.O=C(O)C(O)C(O)C(=O)O",0
"266","NORETHINDRONE","C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C",0
"267","NORETHINDRONE ACETATE","C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C",0
"268","NORTRIPTYLINE HYDROCHLORIDE","CNCCC=C1c2ccccc2CCc2ccccc21.Cl",0
"269","NORETHYNODREL","C#CC1(O)CCC2C3CCC4=C(CCC(=O)C4)C3CCC21C",0
"270","NORFLOXACIN","CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21",1
"271","PROSCILLARIDIN A","CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O",0
"272","NOSCAPINE HYDROCHLORIDE","COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CCN1C.Cl",1
"273","NOVOBIOCIN SODIUM","COC1C(OC(N)=O)C(O)C(Oc2ccc3c([O-])c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C.[Na+]",1
"274","NYLIDRIN HYDROCHLORIDE","CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1.Cl",0
"275","NYSTATIN","CC1C=CC=CCCC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O",0
"276","ORPHENADRINE CITRATE","Cc1ccccc1C(OCCN(C)C)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O",0
"277","OXACILLIN SODIUM","Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-].[Na+]",1
"278","OXIDOPAMINE HYDROCHLORIDE","Cl.NCCc1cc(O)c(O)cc1O",0
"279","OXYBENZONE","COc1ccc(C(=O)c2ccccc2)c(O)c1",0
"280","OXYMETAZOLINE HYDROCHLORIDE","Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1.Cl",0
"281","OXYPHENBUTAZONE","CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O",1
"282","OXYQUINOLINE HEMISULFATE","O=S(=O)(O)O.Oc1cccc2cccnc12",1
"283","OXYTETRACYCLINE","CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12.Cl",1
"284","PAPAVERINE HYDROCHLORIDE","COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC.Cl",0
"285","PARACHLOROPHENOL","Oc1ccc(Cl)cc1",0
"286","PARGYLINE HYDROCHLORIDE","C#CCN(C)Cc1ccccc1.Cl",0
"287","PENICILLIN G POTASSIUM","CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)[O-].[K+]",1
"288","PENICILLIN V POTASSIUM","CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)[O-].[K+]",1
"289","PHENACEMIDE","NC(=O)NC(=O)Cc1ccccc1",0
"290","PHENAZOPYRIDINE HYDROCHLORIDE","Cl.Nc1ccc(N=Nc2ccccc2)c(N)n1",0
"291","PHENELZINE SULFATE","NNCCc1ccccc1.O=S(=O)(O)O",0
"292","PHENINDIONE","O=C1c2ccccc2C(=O)C1c1ccccc1",0
"293","PHENIRAMINE MALEATE","CN(C)CCC(c1ccccc1)c1ccccn1.O=C(O)C=CC(=O)O",0
"294","PHENOLPHTHALEIN","O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21",0
"295","PHENYLBUTAZONE","CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O",0
"296","L-PHENYLEPHRINE HYDROCHLORIDE","CNCC(O)c1cccc(O)c1.Cl",0
"297","1S,2R-PHENYLPROPANOLAMINE HYDROCHLORIDE","CC(N)C(O)c1ccccc1.Cl",0
"298","PHENYTOIN SODIUM","O=C1[N-]C(=O)C(c2ccccc2)(c2ccccc2)N1.[Na+]",0
"299","APIXABAN","COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1",0
"300","PILOCARPINE NITRATE","CCC1C(=O)OCC1Cc1cncn1C.O=[N+]([O-])O",0
"301","PINDOLOL","CC(C)NCC(O)COc1cccc2[nH]ccc12",0
"302","PIPERACILLIN SODIUM","CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)[O-])c2ccccc2)C(=O)C1=O.[Na+]",1
"303","PIPERAZINE","C1CNCCN1",0
"304","PIROXICAM","CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O",0
"305","DEFLAZACORT","CC(=O)OCC(=O)C12N=C(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C",0
"306","PRAZIQUANTEL","O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1",0
"307","KITASAMYCINS [A1 shown]","COC1C(O)CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CC(C)C)C(C)O2)C(N(C)C)C1O",1
"308","PREDNISOLONE","CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO",0
"309","PREDNISOLONE ACETATE","CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C",0
"310","PREDNISONE","CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO",0
"311","PRIMAQUINE PHOSPHATE","COc1cc(NC(C)CCCN)c2ncccc2c1.O=P(O)(O)O.O=P(O)(O)O",0
"312","PRIMIDONE","CCC1(c2ccccc2)C(=O)NCNC1=O",0
"313","PROBENECID","CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1",0
"314","PROCAINAMIDE HYDROCHLORIDE","CCN(CC)CCNC(=O)c1ccc(N)cc1.Cl",0
"315","PROCAINE HYDROCHLORIDE","CCN(CC)CCOC(=O)c1ccc(N)cc1.Cl",0
"316","PROCHLORPERAZINE EDISYLATE","CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.O=S(=O)(O)CCS(=O)(=O)O",1
"317","PROCYCLIDINE HYDROCHLORIDE","Cl.OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1",0
"318","PROGESTERONE","CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C",0
"319","PROMAZINE HYDROCHLORIDE","CN(C)CCCN1c2ccccc2Sc2ccccc21.Cl",0
"320","PROMETHAZINE HYDROCHLORIDE","CC(CN1c2ccccc2Sc2ccccc21)N(C)C.Cl",0
"321","PROPANTHELINE BROMIDE","CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C.[Br-]",0
"322","DEXPROPRANOLOL HYDROCHLORIDE [R(+)]","CC(C)NCC(O)COc1cccc2ccccc12.Cl",0
"323","PROPYLTHIOURACIL","CCCc1cc(=O)[nH]c(=S)[nH]1",0
"324","beta-CAROTENE [2mM]","CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C",0
"325","PYRANTEL PAMOATE","CN1CCCN=C1C=Cc1cccs1.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O",0
"326","PYRAZINAMIDE","NC(=O)c1cnccn1",0
"327","PYRILAMINE MALEATE","COc1ccc(CN(CCN(C)C)c2ccccn2)cc1.O=C(O)C=CC(=O)O",0
"328","PYRIMETHAMINE","CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1",0
"329","PYRVINIUM PAMOATE","Cc1cc(C=Cc2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1.O=C([O-])c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O",0
"330","QUINACRINE HYDROCHLORIDE","CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12.Cl.Cl",0
"331","QUINIDINE GLUCONATE","C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12.O=C(O)C(O)C(O)C(O)C(O)CO",0
"332","QUININE","C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12",0
"333","RACEPHEDRINE HYDROCHLORIDE",NA,0
"334","RESERPINE","COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC",0
"335","RESORCINOL","Oc1cccc(O)c1",0
"336","RIFAMPIN","COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C",1
"337","ROXARSONE","O=[N+]([O-])c1cc([As](=O)(O)O)ccc1O",0
"338","SALICYL ALCOHOL","OCc1ccccc1O",0
"339","SALICYLAMIDE","NC(=O)c1ccccc1O",0
"340","SODIUM SALICYLATE","O=C([O-])c1ccccc1O.[Na+]",0
"341","SCOPOLAMINE HYDROBROMIDE","Br.CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12",0
"342","SALICYLIC ACID","O=C(O)c1ccccc1O",0
"343","RIBAVIRIN","NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1",1
"344","SPECTINOMYCIN HYDROCHLORIDE","CNC1C(O)C(NC)C2OC3(O)C(=O)CC(C)OC3OC2C1O.Cl.Cl",1
"345","SPIRONOLACTONE","CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12",0
"346","STREPTOMYCIN SULFATE [5mM; 10% aq DMSO + 5mM ethanolamine]","CNC1C(OC2C(OC3C(O)C(O)C(NC(=N)N)C(O)C3NC(=N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O.O=S(=O)(O)O",0
"347","STREPTOZOSIN","CN(N=O)C(=O)NC1C(O)OC(CO)C(O)C1O",0
"348","SULFABENZAMIDE","Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1",1
"349","SULFACETAMIDE","CC(=O)NS(=O)(=O)c1ccc(N)cc1",0
"350","SULFADIAZINE","Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1",1
"351","SULFAMERAZINE","Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1",1
"352","SULFAMETHAZINE","Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1",0
"353","SULFAMETHIZOLE","Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1",1
"354","SULFAMETHOXAZOLE","Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1",1
"355","SULFAPYRIDINE","Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1",1
"356","SULFASALAZINE","O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O",0
"357","SULFATHIAZOLE","Nc1ccc(S(=O)(=O)Nc2nccs2)cc1",1
"358","SULFINPYRAZONE","O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1",0
"359","SULFISOXAZOLE","Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C",1
"360","SULINDAC","CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1",0
"361","TAMOXIFEN CITRATE","CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O",1
"362","TERBUTALINE HEMISULFATE","CC(C)(C)NCC(O)c1cc(O)cc(O)c1.O=S(=O)(O)O",0
"363","TETRACAINE HYDROCHLORIDE","CCCCNc1ccc(C(=O)OCCN(C)C)cc1.Cl",0
"364","TETRACYCLINE HYDROCHLORIDE","CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12.Cl",1
"365","TETRAHYDROZOLINE HYDROCHLORIDE","Cl.c1ccc2c(c1)CCCC2C1=NCCN1",0
"366","THEOPHYLLINE","Cn1c(=O)c2[nH]cnc2n(C)c1=O",0
"367","THIABENDAZOLE","c1ccc2[nH]c(-c3cscn3)nc2c1",0
"368","THIMEROSAL","CC[Hg]Sc1ccccc1C(=O)[O-].[Na+]",1
"369","THIOGUANINE","Nc1nc2nc[nH]c2c(=S)[nH]1",1
"370","THIORIDAZINE HYDROCHLORIDE","CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2.Cl",0
"371","VALINE (L)","CC(C)C(N)C(=O)O",0
"372","TIMOLOL MALEATE","CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1.O=C(O)C=CC(=O)O",0
"373","TOBRAMYCIN","NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O",1
"374","TOLAZOLINE HYDROCHLORIDE","Cl.c1ccc(CC2=NCCN2)cc1",0
"375","TOLBUTAMIDE","CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1",0
"376","TOLMETIN SODIUM","Cc1ccc(C(=O)c2ccc(CC(=O)[O-])n2C)cc1.[Na+]",0
"377","TOLNAFTATE","Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1",0
"378","TRANYLCYPROMINE SULFATE","NC1CC1c1ccccc1.O=S(=O)(O)O",0
"379","TRIACETIN","CC(=O)OCC(COC(C)=O)OC(C)=O",0
"380","TRIAMCINOLONE","CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F",0
"381","IODOFORM","IC(I)I",1
"382","BETAMETHASONE","CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO",0
"383","TRIAMTERENE","Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1",0
"384","TRICHLORMETHIAZIDE","NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O",0
"385","TRIFLUOPERAZINE HYDROCHLORIDE","CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1.Cl.Cl",1
"386","TRIHEXYPHENIDYL HYDROCHLORIDE","Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1",0
"387","TRIMEPRAZINE TARTRATE","CC(CN(C)C)CN1c2ccccc2Sc2ccccc21.O=C(O)C(O)C(O)C(=O)O",0
"388","TRIMETHOBENZAMIDE HYDROCHLORIDE","COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC.Cl",0
"389","TRIMETHOPRIM","COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC",0
"390","TRIOXSALEN","Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1",0
"391","TRIPELENNAMINE CITRATE","CN(C)CCN(Cc1ccccc1)c1ccccn1.O=C(O)CC(O)(CC(=O)O)C(=O)O",0
"392","TRIPROLIDINE HYDROCHLORIDE","Cc1ccc(C(=CCN2CCCC2)c2ccccn2)cc1.Cl",0
"393","TROPICAMIDE","CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1",0
"394","TRYPTOPHAN (L)","NC(Cc1c[nH]c2ccccc12)C(=O)O",0
"395","TUAMINOHEPTANE SULFATE","CCCCCC(C)N.O=S(=O)(O)O",0
"396","TUBOCURARINE CHLORIDE PENTAHYDRATE","COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c(O)c4Oc4ccc(cc4)CC3N(C)CC2)CC[N+]1(C)C.Cl.O.O.O.O.O.[Cl-]",0
"397","UREA","NC(N)=O",0
"398","URSODIOL",NA,0
"399","VALPROATE SODIUM","CCCC(CCC)C(=O)[O-].[Na+]",0
"400","VANCOMYCIN HYDROCHLORIDE","CNC(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)(N)C(O)C(C)O2)Oc2ccc(cc2Cl)C1O.Cl",0
"401","VIDARABINE",NA,0
"402","VINBLASTINE SULFATE","CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1.O=S(=O)(O)O",0
"403","WARFARIN","CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O",0
"404","XYLOMETAZOLINE HYDROCHLORIDE","Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1.Cl",0
"405","ZOMEPIRAC SODIUM","Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1",0
"406","MERBROMIN","O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)cc-2oc2c([Hg]O)c([O-])c(Br)cc12.[Na+].[Na+]",1
"407","PHENACETIN","CCOc1ccc(NC(C)=O)cc1",0
"408","CHLOROQUINE DIPHOSPHATE","CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=P(O)(O)O.O=P(O)(O)O",0
"409","PHENYLMERCURIC ACETATE","CC(=O)O[Hg]c1ccccc1",1
"410","AZELAIC ACID","O=C(O)CCCCCCCC(=O)O",0
"411","RONNEL","COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl",1
"412","DICUMAROL","O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O",0
"413","YOHIMBINE HYDROCHLORIDE","COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21.Cl",0
"414","ACEBUTOLOL HYDROCHLORIDE","CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1.Cl",0
"415","ADENOSINE 5-MONOPHOSPHATE","Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O",0
"416","KETOTIFEN FUMARATE","CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1.O=C(O)C=CC(=O)O",0
"417","MESOTRIONE","CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c([N+](=O)[O-])c1",0
"418","ENILCONAZOLE SULFATE","C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl.O=S(=O)(O)O",1
"419","MYCOPHENOLIC ACID","COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2",1
"420","INDOPROFEN","CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1",0
"421","ALBUTEROL","CC(C)(C)NCC(O)c1ccc(O)c(CO)c1",0
"422","PRASUGREL","CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2",0
"423","CAPTOPRIL","CC(CS)C(=O)N1CCCC1C(=O)O",0
"424","CIMETIDINE","CNC(=NC#N)NCCSCc1nc[nH]c1C",0
"425","NEBIVOLOL HYDROCHLORIDE","Cl.OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1",0
"426","HYDRASTINE (1R, 9S)","COc1ccc2c(c1OC)C(=O)OC2C1c2cc3c(cc2CCN1C)OCO3",0
"427","LIDOCAINE HYDROCHLORIDE","CCN(CC)CC(=O)Nc1c(C)cccc1C.Cl",0
"428","PHENTOLAMINE HYDROCHLORIDE","Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1.Cl",0
"429","NALIDIXIC ACID","CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21",0
"430","BUTAMBEN","CCCCOC(=O)c1ccc(N)cc1",0
"431","CEFACLOR","NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CSC12)c1ccccc1",1
"432","IODIPAMIDE","O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I",0
"433","LEVOTHYROXINE SODIUM","NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)[O-].[Na+]",0
"434","LIOTHYRONINE","NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O",0
"435","ALLANTOIN","NC(=O)NC1NC(=O)NC1=O",0
"436","ALTHIAZIDE","C=CCSCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1",0
"437","ADENINE","Nc1ncnc2[nH]cnc12",0
"438","AMINACRINE","Nc1c2ccccc2nc2ccccc12",1
"439","BEKANAMYCIN SULFATE","NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O.O=S(=O)(O)O",1
"440","BUDESONIDE","CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1",0
"441","CANRENOIC ACID, POTASSIUM SALT","CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC2(O)CCC(=O)[O-].[K+]",0
"442","CHENODIOL","CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C",0
"443","CHOLECALCIFEROL","C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)C",0
"444","CYANOCOBALAMIN","CC1=C2N=C(C=C3N=C(C(C)=C4N=C(C(CC(N)=O)C4(C)CCC(=O)NCC(C)OP(=O)(O)OC4C(CO)OC(n5c[n+]([Co]C#N)c6cc(C)c(C)cc65)C4O)C4(C)N=C1C(CCC(N)=O)C4(C)CC(N)=O)C(CCC(N)=O)C3(C)C)C(CCC(N)=O)C2(C)CC(N)=O",0
"445","CHOLESTEROL","CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C",0
"446","PIPERINE","O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1",0
"447","ETOPOSIDE","COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O",0
"448","DEHYDROCHOLIC ACID","CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CC(=O)C12C",0
"449","CEFIXIME","C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NOCC(=O)O)c3csc(N)n3)C2SC1",0
